Source,supplier_source_string_upper,supplier_match_string_upper,supplier_id
Early_Spend,ADLER MANUFACTURING LTD,ADLER MANUFACTURING LIMITED,02425707
Early_Spend,ADMINCONTROL AS,ADMINCONTROL AS,987992883
Early_Spend,ADOBE  CREATIVE CLOUD,"ADOBE, INC",75366295
Early_Spend,ADOBE  DW CREATIVE CLD,ADOBE INC.,C2011006
Early_Spend,ADOBE  PHOTOGPHY PLAN,ADOBE INC.,C2011006
Early_Spend,ADOBE  STOCK,ADOBE INC.,C2011006
Early_Spend,ADOBE CREATIVE CLOUD,ADOBE INC.,C2011006
Early_Spend,ADOPTION AND FOSTERING ALLIANCE SCOTLAND,ADOPTION AND FOSTERING ALLIANCE SCOTLAND,CS002330
Early_Spend,ADOPTION UK,ADOPTION UK CHARITY,09454981
Early_Spend,ADT FIRE & SECURITY PLC,ADT FIRE AND SECURITY PLC,01161045
Early_Spend,ADVANCED BUSINESS SOLUTIONS,ADVANCED BUSINESS SOLUTIONS LTD,11125626
Early_Spend,ADVANCED CARE SERVICES LTD,ADVANCED CARE SERVICES LIMITED,SC264366
Early_Spend,ADVANCED HEALTH AND CARE LTD,ADVANCED HEALTH AND CARE LIMITED,02939302
Early_Spend,ADVANCED MATERIAL PROCESSING LTD,ADVANCED MATERIAL PROCESSING LIMITED,SC511266
Early_Spend,ADVANCED MEDICAL SOLUTIONS,ADVANCED MEDICAL SOLUTIONS LIMITED,02666957
Early_Spend,ADVANCED MEDICAL SOLUTIONS (PLYMOUTH) LTD,ADVANCED MEDICAL SOLUTIONS (PLYMOUTH) LIMITED,03603261
Early_Spend,ADVANCED MOULDS LTD,ADVANCED MOULDS LIMITED,01452426
Early_Spend,ADVANCIS MEDICAL,BRIGHTWAKE LIMITED,01356034
Early_Spend,ADVINIA CARE HOMES LIMTED,ADVINIA HEALTH CARE LIMITED,03446822
Early_Spend,ADVINIA HEALTH CARE LTD,ADVINIA HEALTH CARE LIMITED,03446822
Early_Spend,ADVISEINC LTD,ADVISEINC LTD,08913311
Early_Spend,AEBI SCHMIDT UK LTD,AEBI SCHMIDT UK LIMITED,00557725
Early_Spend,AECOM LIMITED,AECOM LIMITED,01846493
Early_Spend,AER LINGUS,AER LINGUS (U.K.) LIMITED,NI612895
Early_Spend,AERO HEALTHCARE,AERO HEALTHCARE LTD,06760143
Early_Spend,AERO HEALTHCARE LTD,AERO HEALTHCARE LTD,06760143
Early_Spend,AGDIA BIOFOR.C+,AGDIA INC,198109-282
Early_Spend,AGENDA MANAGERS INC.,AGENDA MANAGERS INCORPORATED,3005934
Early_Spend,AGILE LEARNING & TRAINING CIC,ACTIFY TRAINING AND TECHNOLOGY CIC,SC529471
Early_Spend,AGILENT TECHNOLOGIES LDA UK LIMITED,AGILENT TECHNOLOGIES LDA UK LIMITED,08815891
Early_Spend,AGILICO WORKPLACE TECHS (NORTH) LTD,AGILICO WORKPLACE TECHNOLOGIES (NORTH) LIMITED,02118025
Early_Spend,AGRI-EUROPE,AGRI EUROPE L.P.,SL018834
Early_Spend,AGRICULTURAL PLANT HIRE LIMITED,AGRICULTURAL PLANT HIRE LIMITED,01378885
Early_Spend,AGRICULTURAL RESEARCH,AGRICULTURAL RESEARCH LTD,13587620
Early_Spend,AGRIGEM LTD,AGRI-GEM LIMITED,08257545
Early_Spend,AGROVISTA UK LTD,AGROVISTA UK LIMITED,03525529
Early_Spend,AIDAPT BATHROOMS LTD,AIDAPT BATHROOMS LIMITED,02464054
Early_Spend,AIG EUROPE LIMITED,AIG EUROPE LIMITED,01486260
Early_Spend,AILSA BUILDING CONTRACTORS LTD,AILSA BUILDING CONTRACTORS LIMITED,SC130407
Early_Spend,AILSA CARE SERVICES,AILSA CARE SERVICES LTD.,SC272779
Early_Spend,AIR FRANCE,AIR FRANCE SERVICES LIMITED,03231479
Early_Spend,AIR LIQUIDE UK LTD,AIR LIQUIDE UK LIMITED,00232592
Early_Spend,AIR PRODUCTS PLC,AIR PRODUCTS PUBLIC LIMITED COMPANY,00103881
Early_Spend,AIRBNB,AIRBNB 383A ASHLEY ROAD LTD,13199133
Early_Spend,AIRCO DEVELOPMENTS LTD,AIRCO DEVELOPMENTS LIMITED,SC339003
Early_Spend,AIRWAVE SOLUTIONS LIMITED,AIRWAVE SOLUTIONS LIMITED,03985643
Early_Spend,AITKEN LABORATORIES LTD,AITKEN LABORATORIES LIMITED,SC098172
Early_Spend,AJ GLASS & GLAZING LTD,AJ GLASS & GLAZING LTD,SC561147
Early_Spend,AKREHAMN TRALBOTERI,ÅKREHAMN TRÅLBØTERI AS,917526230
Early_Spend,ALANMART DAY CARE,ALANMART DAY CARE LTD.,SC253015
Early_Spend,ALBASOFT LIMITED,ALBASOFT LIMITED,SC231024
Early_Spend,ALBION ENVIRONMENTAL LIMITED,ALBION ENVIRONMENTAL LIMITED,SC254498
Early_Spend,ALBION ENVIRONMENTAL LTD,ALBION ENVIRONMENTAL LIMITED,SC254498
Early_Spend,ALBION TRUST MANAGEMENT LIMITED,ALBION TRUST MANAGEMENT LIMITED,SC156997
Early_Spend,ALCOHOL FOCUS SCOTLAND,ALCOHOL FOCUS SCOTLAND,SC094096
Early_Spend,ALCON EYE CARE UK LTD,ALCON EYE CARE UK LIMITED,00809238
Early_Spend,ALEX M ADAMSON,ALEX M ADAMSON LLP,SO300824
Early_Spend,ALEX MCDOUGALL (MOWERS) LTD,ALEX MCDOUGALL (MOWERS) LIMITED,SC165784
Early_Spend,ALEXANDER (SCOTLAND) &,ALEXANDER (SCOTLAND) & CO LIMITED,SC220462
Early_Spend,ALEXANDER (SCOTLAND) & CO LTD,ALEXANDER (SCOTLAND) & CO LIMITED,SC220462
Early_Spend,ALFRED FRANKS AND BARTLETT PLC,ALFRED FRANKS & BARTLETT PLC,02937270
Early_Spend,ALISTAIR YOUNG ENGINEERING LIMITED,ALISTAIR YOUNG ENGINEERING LIMITED,SC203495
Early_Spend,ALL OCCASIONS,ALL OCCASIONS LTD,04106847
Early_Spend,ALLAN ROBERTSON CONSULTING LIMITED,ALLAN ROBERTSON CONSULTING LIMITED,SC450045
Early_Spend,ALLARDYCE HEALTHCARE LTD,ALLARDYCE HEALTHCARE LIMITED,SC040151
Early_Spend,ALLBATTERIES LIMITED,ALLBATTERIES LIMITED,02717382
Early_Spend,ALLBATTERIES UK LIMITED,UPERGY LIMITED,02045875
Early_Spend,ALLBATTERIES UK LTD,UPERGY LIMITED,02045875
Early_Spend,ALLDAY TIME SYSTEMS LTD,ALLDAY TIME SYSTEMS LIMITED,04116785
Early_Spend,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,ALLIANCE HEALTHCARE (DISTRIBUTION) LIMITED,03446039
Early_Spend,ALLIANCE LEISURE SERVICES LTD,ALLIANCE LEISURE SERVICES LIMITED,02723797
Early_Spend,ALLIANCE SCOTLAND,ALLIANCE (SCOTLAND) LTD,SC495666
Early_Spend,ALLIANZ ENGINEERING,ALLIANZ ENGINEERING INSPECTION SERVICES LIMITED,05441840
Early_Spend,ALLIED HEALTH SERVICES LIMITED,ALLIED HEALTH-SERVICES LIMITED,11696513
Early_Spend,ALLIED VEHICLES LTD,ALLIED VEHICLES LIMITED,SC147093
Early_Spend,ALLOGA UK LTD,ALLOGA UK LIMITED,03169255
Early_Spend,ALLPAY LTD,ALLPAY LIMITED,02933191
Early_Spend,ALLSTAR BUSINESS SOLUTIONS LIMITED,ALLSTAR BUSINESS SOLUTIONS LIMITED,02631112
Early_Spend,ALLSTAR BUSINESS SOLUTIONS LTD,ALLSTAR BUSINESS SOLUTIONS LIMITED,02631112
Early_Spend,ALLSTAR FITNESS,ALL STAR FITNESS LTD,13497708
Early_Spend,ALLSTONE GLASGOW LTD,ALL STONE GLASGOW LTD.,SC371950
Early_Spend,ALLTRUCK COMMERCIAL VEHICLE REPAIRS LTD,ALL TRUCK COMMERCIAL VEHICLE REPAIRS LTD,SC432658
Early_Spend,ALLYEARBOOKS,ALLYEARBOOKS LIMITED,05137269
Early_Spend,ALPHA LABORATORIES LTD,ALPHA LABORATORIES LIMITED,01215816
Early_Spend,ALPHA MARKETING UK LTD,ALPHA MARKETING UK LIMITED,NI604509
Early_Spend,ALPHA SOLWAY LTD,ALPHA SOLWAY LIMITED,SC177721
Early_Spend,ALPHABET (GB) LIMITED,ALPHABET (GB) LIMITED,03282075
Early_Spend,ALTITUDE FILM DISTRIBUTION LTD,ALTITUDE FILM DISTRIBUTION LIMITED,08969472
Early_Spend,ALTOMED LTD,ALTOMED LIMITED,01243526
Early_Spend,ALTONA DIAGNOSTICS UK LTD,ALTONA DIAGNOSTICS UK LIMITED,10641789
Early_Spend,ALVA GENERATOR AND EXCITATION SERVICES LIMITED,ALVA GENERATOR AND EXCITATION SERVICES LTD,07486088
Early_Spend,ALZHEIMER SCOTLAND ACTION ON DEMENTIA,ALZHEIMER SCOTLAND - ACTION ON DEMENTIA,SC149069
Early_Spend,AM GEOMORPHOLOGY LIMITED,AM GEOMORPHOLOGY LTD,08827692
Early_Spend,AMAZON EU,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON MP3,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON MUSIC M66395OY4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME M63TY7JN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME M656I93F4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME M65L90AG4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME M65UN6G54,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME M67EC1ZT4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME M68Q13FQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN0QM30X4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN1LS7IZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN3PM9GH4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN3XP8Y24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN4FX79R4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN4JJ2DF4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN5QB1174,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN8WY47F4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN8Y57ZC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MN9B68RK4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ19H2W64,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ5Q50ZK4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ60X5VO4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ6IB3HR4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ7HG3W94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ7KM2A24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ7V07H54,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON PRIME MZ93Z8MG4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON WEB SERVICES,AMAZON WEB SERVICES UK LIMITED,08650665
Early_Spend,"AMAZON WEB SERVICES EMEA SARL, UK BRANCH",AMAZON WEB SERVICES UK LIMITED,08650665
Early_Spend,AMAZON.CO.UK M603O41Y4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M60G79TS4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M60HT9OY4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M60NJ73I4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M60PO83X4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M60RY54X4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M617O1VX4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M61CZ10X4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M61ED11J4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M61FL8V74,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M61GD34V4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M61JI61Q4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M61ZF34X4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62015P94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62298OB4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M622U73X4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62376FN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62510ZO4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62FF1304,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62HX1Z64,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62I76MB4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M62ZJ5JC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M636V53R4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M638J1PZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M639R5MC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M63BG3ZN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M63MV0P54,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M63NG0C84,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M63PT5XH4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M644V1OW4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M64AA8NN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M64Y51G84,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M64YZ0V14,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M64Z89L44,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M650R9ZX4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65211JM4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M652B4314,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65343OQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65AH01Y4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65G04GE4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65HF4ES4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65L31G54,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65PG5XV4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65Q54LC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65U22GU4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M65WF1CU4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M661S7FR4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M666T0G24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M66BT2C94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M66BX2GB4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M66HL6CZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M66LP3FZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M66V02PL4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M66WJ9444,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67402OX4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M674X0AC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67AD9P94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67HT3OQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67R55E74,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67VX4VL4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67YG2J24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M67ZJ4TQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M68636ZD4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M686513I4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M68AO8GT4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M68EZ5OS4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M68J03C44,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M68JQ8N34,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M68Y07F14,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M69296FR4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M695P3G24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M69A260I4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M69D18LZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M69DL9FN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M69PZ4CR4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK M69V28PK4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN02C0DY4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN07K1ZA4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN0UM0R94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN0WI56H4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN13157Z4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1349404,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN14I8UN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1529VZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN17I5D64,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1BO6M54,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1I06UI4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1LS6VC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1O03AC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1TZ4TV4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1UE4M74,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1XP6AG4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN1YE2IV4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN2062WC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN26X55O4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN2BW13G4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN2K14NV4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN2MZ5LB4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN2NB8D94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN2V26MY4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN32P5X64,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN3EK0UI4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN3F48EC4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN3OL8CQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN3RG1TL4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN3WW6AO4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN3YN9PQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN41L9MN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN42J2644,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN45K2I24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4BS3144,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4DB5A44,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4EZ9HP4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4H19CD4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4LK8VU4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4TU5YF4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN4XH4MG4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN51I4PX4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN52T1SO4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN53K7X84,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN53U5AQ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5757DV4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5AE3FN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5AE56M4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5AE9FN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5BO5FZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5FT1U34,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5G52624,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5G91T34,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5GD8MP4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5IR2TT4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5JO8IL4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5M40IB4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5XD89V4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN5YG99K4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6021YO4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN60F9QN4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN62Z6DM4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN65L3EW4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN66L98Y4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN67U52B4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6F48M64,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6H75TD4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6RW8X94,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6VT6FR4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6XC1M74,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN6ZQ2F54,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN72U7DG4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN75Y69Z4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN76D6V04,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN77R9AB4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN7GP2414,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN7L97BF4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMAZON.CO.UK MN7NS2LB4,"AMAZON EU SARL, UK BRANCH",FC032354
